"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
3.0211963982803e-17,0.522772733072933,0.516,0.441,7.6699112963142e-13,"0","RPL34P34"
3.18002122817816e-17,0.669153109646969,0.427,0.337,8.07311989197589e-13,"0","ARL5B"
4.35855983771239e-17,0.612907604109526,0.438,0.342,1.10650758600004e-12,"0","MSI2"
5.04162377684413e-17,0.974300083046922,0.267,0.175,1.27991702822742e-12,"0","PART1"
7.68560276902962e-17,0.948914587583787,0.273,0.182,1.95114397497355e-12,"0","CYP27A1"
7.94238094990957e-17,0.753052338943938,0.348,0.252,2.01633225175354e-12,"0","FLCN"
9.4635830934134e-17,0.651165387662495,0.436,0.343,2.40251983992486e-12,"0","PLTP"
1.00294412704969e-16,0.939011695532464,0.263,0.17,2.54617425534105e-12,"0","GAP43"
1.31496047831924e-16,0.833251899420387,0.292,0.197,3.33829016630905e-12,"0","DGKI"
2.22057189219086e-16,0.756514312871753,0.336,0.241,5.63736586270494e-12,"0","ZNF331"
2.44497665286449e-16,0.658022264906484,0.355,0.253,6.20706222862709e-12,"0","DDIT4"
2.74411759835924e-16,0.775894798367689,0.359,0.268,6.9664913469546e-12,"0","DPT"
7.06717650410205e-16,0.520854822864741,0.53,0.465,1.79414409909639e-11,"0","ABHD14B"
8.33505426695196e-16,0.509688167852386,0.426,0.318,2.11602022675109e-11,"0","MAOB"
1.11827293676144e-15,0.570166161350335,0.465,0.384,2.83895950455626e-11,"0","INF2"
1.29538995087411e-15,0.522350381319145,0.556,0.468,3.28860646828409e-11,"0","PENK"
1.9305299729213e-15,0.545479708760149,0.461,0.383,4.90103644225532e-11,"0","RPS15AP11"
2.38213778057978e-15,0.729302031725675,0.34,0.248,6.04753318355788e-11,"0","PLEKHA5"
2.73601844569844e-15,0.810054799912404,0.307,0.218,6.94593002809462e-11,"0","LIMCH1"
3.61990685455666e-15,0.80916727039012,0.313,0.225,9.18985753166298e-11,"0","PDLIM3"
6.28619659178673e-15,0.885913180556384,0.262,0.177,1.5958767287569e-10,"0","AC004656.1"
7.37383062302329e-15,0.602603436976311,0.417,0.326,1.87199438026692e-10,"0","AC097534.2"
1.18746043764894e-14,0.686546866951772,0.39,0.308,3.01460581305937e-10,"0","CLIP3"
1.21775224576638e-14,0.518147099339611,0.48,0.406,3.09150762632712e-10,"0","COL4A3BP"
1.33117371084531e-14,0.641002551440729,0.394,0.307,3.37945069972299e-10,"0","APOL3"
1.39030253235588e-14,0.86227063340261,0.278,0.19,3.52956103889187e-10,"0","HIVEP1"
1.65434495204361e-14,0.741995078476006,0.304,0.217,4.19988552975312e-10,"0","GOLGA8A"
1.88182970282972e-14,0.848729438511691,0.291,0.206,4.77740106657382e-10,"0","STMN3"
2.04321814887549e-14,0.880798178257117,0.301,0.217,5.18711791455019e-10,"0","LRRC15"
3.00027044198734e-14,0.788813782280647,0.262,0.175,7.61678657107326e-10,"0","AQP1"
3.65487702565787e-14,0.869608731666797,0.262,0.179,9.27863630503762e-10,"0","CBLN3"
5.10127022242717e-14,0.56056729422663,0.445,0.356,1.29505947136759e-09,"0","WTAPP1"
5.95489533911015e-14,0.51754000822078,0.469,0.39,1.51176927973989e-09,"0","RELB"
7.81160268781035e-14,0.517093402660689,0.488,0.423,1.98313157435441e-09,"0","SNAPC3"
