"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","receptor","cell_type"
9.28258819749592e-09,1.10784811724055,0.742,0.411,0.000235657066569829,"SDC1","Proliferating_S"
3.34391651146562e-08,-1.39596879783523,0.376,0.641,0.000848920084765778,"ALCAM","Proliferating_S"
8.63344732366073e-07,0.861906318549632,0.849,0.625,0.0219177327205775,"TNFRSF11B","Proliferating_S"
1.11897673122887e-06,-1.02315609896585,0.441,0.703,0.0284074622757072,"NRP1","Proliferating_S"
1.19485189835747e-06,2.77183716454571,0.204,0.031,0.0303337051436011,"DSG2","Proliferating_S"
1.48823449019925e-06,-2.9157868665055,0.022,0.26,0.0377818090026884,"MCAM","Proliferating_S"
2.36426456255902e-06,-1.24614807229435,0.215,0.542,0.0600215844496859,"NOTCH3","Proliferating_S"
5.81772924646593e-06,-3.70374392004081,0.022,0.234,0.147694692380031,"CLDN11","Proliferating_S"
7.32383398459644e-06,0.719768698710826,0.785,0.542,0.18593017336695,"FZD8","Proliferating_S"
1.10604065405556e-05,1.70118574574357,0.301,0.099,0.280790540845085,"TNFRSF10A","Proliferating_S"
0.000143510349371428,-3.46167389259313,0.011,0.161,1,"GHR","Proliferating_S"
0.000265381510595719,-0.459984325160242,0.806,0.901,1,"SDC2","Proliferating_S"
0.000388780156978295,4.21682866569749,0.065,0,1,"C5AR1","Proliferating_S"
0.000423037959183923,1.30035575433929,0.344,0.172,1,"ITGA6","Proliferating_S"
0.000515239063912824,2.63385106838805,0.108,0.016,1,"IL17RB","Proliferating_S"
0.000754379359907999,-1.43187056457955,0.215,0.385,1,"FZD2","Proliferating_S"
0.000818418460171289,-1.12006316086046,0.194,0.391,1,"PLXND1","Proliferating_S"
0.00110275251325719,1.36805759519751,0.237,0.094,1,"EPOR","Proliferating_S"
0.00119280984268143,-0.576040238849111,0.516,0.703,1,"PDGFRB","Proliferating_S"
0.00133309354455193,-0.831369318019336,0.452,0.604,1,"IL13RA2","Proliferating_S"
0.0024737497511597,-0.657668497415008,0.409,0.573,1,"ITGA11","Proliferating_S"
0.00254844380081085,-0.135807708528553,0.978,0.99,1,"ITGB1","Proliferating_S"
0.00260561336007966,-0.626159091205389,0.516,0.635,1,"IL1R1","Proliferating_S"
0.00342038899795032,2.44559212603927,0.075,0.01,1,"IL20RA","Proliferating_S"
0.00368019717989855,0.835385948880653,0.301,0.141,1,"ADORA1","Proliferating_S"
0.00427745119280419,-3.70297491488262,0,0.083,1,"IL18R1","Proliferating_S"
0.00523663330364897,0.390273362917445,0.774,0.646,1,"CD99L2","Proliferating_S"
0.00683624873475289,-1.91183142600024,0.054,0.167,1,"CADM3","Proliferating_S"
0.00754169603912827,-0.437187918246621,0.613,0.703,1,"MPZL1","Proliferating_S"
0.00772443319547138,-1.67914916214209,0.065,0.177,1,"ERBB2","Proliferating_S"
0.0102139882330652,1.81072068542599,0.097,0.026,1,"SELL","Proliferating_S"
0.0103529202220976,0.277883764380873,0.925,0.797,1,"CD47","Proliferating_S"
0.0104209041208756,0.179371553671982,0.989,0.953,1,"FGFR1","Proliferating_S"
0.0104350985113643,-3.2875915316525,0,0.068,1,"EPHB1","Proliferating_S"
0.0115788277413488,-1.57102976423502,0.075,0.182,1,"IL6R","Proliferating_S"
0.0119553860355749,-0.484169406644171,0.559,0.635,1,"TGFBR2","Proliferating_S"
0.0145027686157826,-0.485980233565949,0.57,0.667,1,"CDH11","Proliferating_S"
0.0145843355994408,0.715289295000524,0.387,0.234,1,"CADM1","Proliferating_S"
0.0155387574896001,1.31892914070966,0.118,0.042,1,"PILRA","Proliferating_S"
0.0207264242614158,0.996624961298773,0.258,0.151,1,"ITGA3","Proliferating_S"
0.0225816759058073,0.181500744524253,0.957,0.932,1,"ITGB5","Proliferating_S"
0.0242486153170731,-0.948643309685337,0.183,0.292,1,"EPHB2","Proliferating_S"
0.0247778518482042,-1.87955147950948,0.022,0.094,1,"ACVRL1","Proliferating_S"
0.0264175046706347,-1.98761864784815,0.032,0.109,1,"PTH1R","Proliferating_S"
0.0299920647769376,-0.32031528953134,0.699,0.708,1,"EGFR","Proliferating_S"
0.0300508468102373,0.474664229444866,0.495,0.37,1,"ACVR1","Proliferating_S"
0.0307267166353517,-0.864034929544566,0.301,0.38,1,"PVR","Proliferating_S"
0.0337247536323403,-0.350435802150015,0.688,0.76,1,"PLXNB2","Proliferating_S"
0.0382863218719167,0.705366702472898,0.29,0.182,1,"EDA2R","Proliferating_S"
0.0390834431579521,-0.188746280923126,0.914,0.906,1,"IL6ST","Proliferating_S"
0.0421297616572303,-0.261839292918485,0.667,0.745,1,"IFNGR2","Proliferating_S"
0.0427300232069589,-0.172914063193204,0.914,0.917,1,"LRP1","Proliferating_S"
0.0497547251052223,-0.373575786351814,0.516,0.615,1,"FZD1","Proliferating_S"
0.0520803423751569,-0.644297615977759,0.301,0.401,1,"LRP5","Proliferating_S"
0.0530399829951409,0.951877401223341,0.247,0.156,1,"IL15RA","Proliferating_S"
0.0531945280880958,-0.745080560864139,0.28,0.365,1,"NTRK2","Proliferating_S"
0.0586811572072616,-0.142387854718891,0.462,0.599,1,"VCAM1","Proliferating_S"
0.0600913401642328,-0.131989248954913,0.978,0.974,1,"AXL","Proliferating_S"
0.0642161750667164,-0.57206240309053,0.226,0.339,1,"JAG1","Proliferating_S"
0.0670779845306868,0.366396219613185,0.656,0.557,1,"NLGN2","Proliferating_S"
0.0681224074130978,1.57427078254698,0.054,0.016,1,"SSTR2","Proliferating_S"
0.0681766122257988,1.05804982016016,0.14,0.073,1,"FGFR3","Proliferating_S"
0.0703751997008077,0.318042961139222,0.419,0.297,1,"MET","Proliferating_S"
0.0718405760189239,0.616440897771543,0.269,0.177,1,"BMPR1A","Proliferating_S"
0.0788992097558828,-1.15620375781525,0.075,0.146,1,"TNFRSF9","Proliferating_S"
0.0808123454892373,-0.741704405972253,0.129,0.214,1,"ICAM1","Proliferating_S"
0.0821689006800441,0.396584794119022,0.441,0.339,1,"SDC3","Proliferating_S"
0.0864455971103266,-0.695732110739504,0.075,0.151,1,"F2R","Proliferating_S"
0.0885383221105373,-0.120388081452728,0.946,0.953,1,"ITGA5","Proliferating_S"
0.0922970020459767,-1.38777473514511,0.011,0.052,1,"GFRA1","Proliferating_S"
0.0943384809558939,-0.797490535376532,0.086,0.161,1,"ITGB3","Proliferating_S"
0.102160741447868,0.161414703152358,0.914,0.875,1,"SDC4","Proliferating_S"
0.105513758070008,0.378933436660452,0.516,0.401,1,"ITGA1","Proliferating_S"
0.114095761737726,-1.03117919741356,0.086,0.151,1,"EDNRA","Proliferating_S"
0.115872846312731,0.176956425254241,0.667,0.51,1,"BDKRB2","Proliferating_S"
0.132397971816906,-1.12826964669721,0.065,0.12,1,"EPHB3","Proliferating_S"
0.142421786025189,0.360959953451812,0.452,0.359,1,"TNFRSF1B","Proliferating_S"
0.142754707683093,-0.999648207767279,0.108,0.167,1,"SMO","Proliferating_S"
0.146666410634091,-0.382730612453841,0.194,0.276,1,"ITGA2","Proliferating_S"
0.16110510084981,-0.423939925947127,0.419,0.484,1,"BMPR2","Proliferating_S"
0.163279124814903,-0.580622512962623,0.075,0.13,1,"PODXL","Proliferating_S"
0.165440119704561,0.147403054205622,0.763,0.708,1,"IL13RA1","Proliferating_S"
0.168185377665131,-1.28753292351315,0.022,0.057,1,"GPR1","Proliferating_S"
0.170492905786857,-0.541205142359846,0.043,0.089,1,"AGTR1","Proliferating_S"
0.174826613867751,-1.19646965583226,0.022,0.057,1,"ACKR4","Proliferating_S"
0.176118604216606,-0.595136473060931,0.172,0.234,1,"NECTIN3","Proliferating_S"
0.182057271021203,-1.44440272634426,0.043,0.083,1,"PLXNA2","Proliferating_S"
0.213299063676203,0.439365149718566,0.065,0.031,1,"CXCR4","Proliferating_S"
0.22267594759515,0.164633095888027,0.645,0.562,1,"ITGAV","Proliferating_S"
0.237774589342071,0.968626183617416,0.054,0.026,1,"CHRNA5","Proliferating_S"
0.27860051975605,-0.782734513549725,0.032,0.062,1,"ACVR2B","Proliferating_S"
0.280804558285179,0.179276950162365,0.688,0.651,1,"ADIPOR1","Proliferating_S"
0.2845804803002,0.280312211657669,0.527,0.484,1,"NECTIN2","Proliferating_S"
0.285283767577799,1.13810342070031,0.065,0.036,1,"NTNG2","Proliferating_S"
0.291514324510824,0.215252266792069,0.226,0.172,1,"LEPR","Proliferating_S"
0.29389580541577,0.180861581016989,0.204,0.146,1,"FZD7","Proliferating_S"
0.310529004748515,0.217857712686454,0.548,0.453,1,"DAG1","Proliferating_S"
0.312926641592931,-0.72355847161459,0.065,0.099,1,"NPR2","Proliferating_S"
0.313247438111026,0.147609181858355,0.484,0.438,1,"PTPRF","Proliferating_S"
0.314765000460408,-0.484943433551973,0.14,0.182,1,"JAM2","Proliferating_S"
0.326463476227121,-0.323534131294525,0.387,0.417,1,"SV2A","Proliferating_S"
0.331490248912362,0.300645370173089,0.183,0.135,1,"CNTNAP1","Proliferating_S"
0.345929570249778,-0.84670566960304,0.054,0.083,1,"PLXNB1","Proliferating_S"
0.396116131613923,0.146321029104935,0.527,0.453,1,"ITGAE","Proliferating_S"
0.39995710096935,-0.258920035385341,0.387,0.401,1,"IL17RA","Proliferating_S"
0.409875166790867,-0.372067436178965,0.409,0.417,1,"IFNGR1","Proliferating_S"
0.427883737572327,0.285683747703258,0.151,0.115,1,"NOTCH1","Proliferating_S"
0.428367045597918,-0.358023622099295,0.075,0.104,1,"FZD3","Proliferating_S"
0.435090449211664,-0.292603027430844,0.043,0.068,1,"NTNG1","Proliferating_S"
0.439871253089493,-0.7674848108961,0.065,0.089,1,"CD34","Proliferating_S"
0.447662478871792,0.165826099643034,0.634,0.552,1,"ACKR3","Proliferating_S"
0.459326442439914,-0.374432920358052,0.065,0.089,1,"FGFR2","Proliferating_S"
0.461930960756636,-0.406874175907618,0.032,0.052,1,"PECAM1","Proliferating_S"
0.467582537044822,0.266724026255154,0.151,0.115,1,"FZD10","Proliferating_S"
0.483319041023343,0.143544300931873,0.086,0.062,1,"CD274","Proliferating_S"
0.517516189341705,-0.180015915092766,0.634,0.63,1,"BDKRB1","Proliferating_S"
0.517972361046153,-0.190551947576376,0.226,0.271,1,"ITGB8","Proliferating_S"
0.52117209635631,-0.53559467796825,0.301,0.312,1,"IL7R","Proliferating_S"
0.531880298955748,0.368380731547515,0.14,0.115,1,"SORT1","Proliferating_S"
0.554697407440463,0.145902818243852,0.215,0.177,1,"CD4","Proliferating_S"
0.568369077261843,0.2298338323317,0.065,0.047,1,"IL27RA","Proliferating_S"
0.578353643973766,-0.211894801248137,0.409,0.427,1,"FAS","Proliferating_S"
0.581875260230045,-0.534676243722056,0.043,0.057,1,"CDH2","Proliferating_S"
0.59427170207617,0.132864372381348,0.269,0.234,1,"CD40","Proliferating_S"
0.594716108438785,0.314076957845098,0.237,0.208,1,"EPHB4","Proliferating_S"
0.594975925547146,-0.298672676248945,0.065,0.083,1,"PTCH1","Proliferating_S"
0.686411646058248,-0.158097149198389,0.237,0.255,1,"PARD3","Proliferating_S"
0.691194441984959,0.39031664015263,0.151,0.135,1,"TNFRSF14","Proliferating_S"
0.727598447354253,-0.161499269841879,0.14,0.156,1,"NECTIN1","Proliferating_S"
0.734494524745442,-0.133033469588153,0.344,0.349,1,"IL17RC","Proliferating_S"
0.748412757578998,-0.161420374289839,0.129,0.141,1,"ADORA2B","Proliferating_S"
0.808204881527545,0.291034322735745,0.065,0.057,1,"IL1RL2","Proliferating_S"
0.81894758623089,-0.150720621708503,0.161,0.167,1,"PLXNA4","Proliferating_S"
0.830981558661776,-0.230048850080804,0.215,0.219,1,"PTPRM","Proliferating_S"
0.837912067871712,0.177977747784425,0.409,0.411,1,"IL4R","Proliferating_S"
0.843235983016618,0.147408843000511,0.387,0.375,1,"PLXNA3","Proliferating_S"
0.860669878344798,-0.110422523043797,0.065,0.057,1,"TLR4","Proliferating_S"
0.874955083695091,0.495216207162232,0.075,0.073,1,"FZD6","Proliferating_S"
0.885424750776733,-0.17381564871191,0.054,0.057,1,"BMPR1B","Proliferating_S"
0.968501171099991,0.328410886412997,0.161,0.161,1,"NPR3","Proliferating_S"
0.976404859038393,-0.46383801013171,0.129,0.12,1,"CD74","Proliferating_S"
2.4166410656682e-11,-6.90693368366741,0,0.1,6.13512667341186e-07,"IL12RB2","FC-Degenerated"
2.4166410656682e-11,-6.73108590819314,0,0.1,6.13512667341186e-07,"IL18RAP","FC-Degenerated"
5.35452247719435e-08,-3.77678558187107,0.02,0.3,0.00135935262128533,"ERBB2","FC-Degenerated"
9.25224075487219e-06,-3.82909369369997,0.013,0.2,0.23488663604394,"FZD4","FC-Degenerated"
1.18287477120291e-05,-3.30703396260543,0.013,0.2,0.300296418165282,"NGFR","FC-Degenerated"
2.3503202141112e-05,-2.06288536935413,0.087,0.5,0.59667579275641,"NOTCH3","FC-Degenerated"
2.87063676030915e-05,-2.56676295376334,0.033,0.3,0.728768554339683,"CD74","FC-Degenerated"
3.71259635768264e-05,-3.62017873287571,0.016,0.2,0.942516837324891,"IL3RA","FC-Degenerated"
3.87806934904477e-05,-3.29796483329766,0.016,0.2,0.984525465641997,"CHRNE","FC-Degenerated"
5.41665883588245e-05,-1.66315933355951,0.344,0.9,1,"SDC2","FC-Degenerated"
7.6258676479218e-05,-2.35534791561578,0.105,0.5,1,"JAG1","FC-Degenerated"
0.000192089625136407,-2.84288887416433,0.042,0.3,1,"ITGB3","FC-Degenerated"
0.000208427419759103,-5.58632246524076,0.004,0.1,1,"MCHR1","FC-Degenerated"
0.000208427419759103,-5.19260993460667,0.004,0.1,1,"NECTIN4","FC-Degenerated"
0.00022312182498654,-4.2059003108821,0.004,0.1,1,"NTRK1","FC-Degenerated"
0.000238784576664729,-4.30321255612809,0.004,0.1,1,"CLDN11","FC-Degenerated"
0.000354962221124538,-2.28295969962197,0.045,0.3,1,"CHRNB1","FC-Degenerated"
0.000503073982321102,-3.24784870306932,0.022,0.2,1,"PLXNC1","FC-Degenerated"
0.000534250933391068,-1.79864720265804,0.045,0.3,1,"IL1RL2","FC-Degenerated"
0.00072966698136177,-2.17245804281617,0.047,0.3,1,"JAM2","FC-Degenerated"
0.00173149248595189,-4.439301417496,0.007,0.1,1,"IL27RA","FC-Degenerated"
0.00185975583886445,-1.54882977572136,0.127,0.5,1,"CAP1","FC-Degenerated"
0.00289433986892103,-2.05808254980625,0.058,0.3,1,"BMPR1A","FC-Degenerated"
0.00302520516212114,-0.964098918230989,0.605,1,1,"ITGA5","FC-Degenerated"
0.00652311368634569,-1.08683528869545,0.232,0.7,1,"ACVR1","FC-Degenerated"
0.00714677343837095,0.39038261061363,0.971,1,1,"CD44","FC-Degenerated"
0.00875359393786214,0.861804592024073,0.855,0.8,1,"NRP2","FC-Degenerated"
0.00880507599206691,-1.94816704550978,0.071,0.3,1,"IL18R1","FC-Degenerated"
0.00900694222562777,-1.52952398246124,0.112,0.4,1,"LRP5","FC-Degenerated"
0.0100984203981423,-1.35361428344856,0.109,0.4,1,"ITGA11","FC-Degenerated"
0.0177462237762063,-1.94280905390632,0.04,0.2,1,"PECAM1","FC-Degenerated"
0.019027546787983,1.84953265266126,0.565,0.2,1,"TNFRSF1B","FC-Degenerated"
0.0202359286397636,1.84438055180206,0.603,0.4,1,"ACKR3","FC-Degenerated"
0.0260383997655863,-1.16916933335398,0.254,0.6,1,"IFNGR1","FC-Degenerated"
0.0290385272306772,-1.17238570985203,0.085,0.3,1,"NTRK2","FC-Degenerated"
0.0337363132690448,2.05361893829228,0.446,0.1,1,"ITGB8","FC-Degenerated"
0.0367667244949163,1.54280183228673,0.652,0.5,1,"TNFRSF11B","FC-Degenerated"
0.0379990716924975,-1.48067526842902,0.096,0.3,1,"IL1RL1","FC-Degenerated"
0.0406069272204292,2.2056281107328,0.411,0.1,1,"ITGA1","FC-Degenerated"
0.0511034745826675,0.682026887871747,0.806,0.8,1,"SDC4","FC-Degenerated"
0.0551620285559149,-1.21474214691461,0.051,0.2,1,"FZD6","FC-Degenerated"
0.056620172444118,0.884707275344338,0.69,0.8,1,"TNFRSF12A","FC-Degenerated"
0.0570776095878824,3.29023914744682,0.275,0,1,"CD274","FC-Degenerated"
0.0590385469465569,2.36709445808381,0.435,0.2,1,"VCAM1","FC-Degenerated"
0.0615951732709895,0.327876045854194,0.848,1,1,"ITGB1","FC-Degenerated"
0.0666915839993504,-2.6611013735685,0.018,0.1,1,"IL1R2","FC-Degenerated"
0.0690322577710188,1.0203434116464,0.647,0.5,1,"ITGB5","FC-Degenerated"
0.074158574645214,-1.06029673939248,0.163,0.4,1,"PLXNA1","FC-Degenerated"
0.0792600338320209,-0.590927866615572,0.257,0.6,1,"CD99L2","FC-Degenerated"
0.082311215288085,-1.26892993784131,0.112,0.3,1,"FZD2","FC-Degenerated"
0.0890713929509005,3.11985784102902,0.23,0,1,"PILRA","FC-Degenerated"
0.0905786800966091,-1.37040185529958,0.185,0.4,1,"PDGFRB","FC-Degenerated"
0.0949218453626333,-2.02926064077823,0.02,0.1,1,"FZD9","FC-Degenerated"
0.0960773638745414,-1.23208528324139,0.118,0.3,1,"LIFR","FC-Degenerated"
0.0977866116185995,-0.886898646256761,0.17,0.4,1,"ICAM1","FC-Degenerated"
0.098863452708342,-1.7750261950906,0.065,0.2,1,"NOTCH1","FC-Degenerated"
0.108735714831905,-0.549966730914177,0.605,1,1,"NOTCH2","FC-Degenerated"
0.114024436411438,-2.06577305211528,0.022,0.1,1,"OXTR","FC-Degenerated"
0.118375569934603,-1.20435350676663,0.065,0.2,1,"TNFRSF9","FC-Degenerated"
0.120298895448538,-0.965239276084298,0.27,0.5,1,"CADM1","FC-Degenerated"
0.124208563349858,0.715560194171612,0.737,0.7,1,"CD55","FC-Degenerated"
0.127196715443631,-0.673870246866216,0.373,0.7,1,"LTBR","FC-Degenerated"
0.127276076838662,1.72586915113662,0.317,0.1,1,"MET","FC-Degenerated"
0.132022411404014,-1.21691392896733,0.069,0.2,1,"SSTR2","FC-Degenerated"
0.139776105903595,-0.746835097858284,0.181,0.4,1,"PARD3","FC-Degenerated"
0.150340976139438,-1.04229249245268,0.134,0.3,1,"FZD7","FC-Degenerated"
0.152199311733358,-1.74653735693717,0.025,0.1,1,"CDH15","FC-Degenerated"
0.18045238729622,-1.66208512876239,0.027,0.1,1,"CADM3","FC-Degenerated"
0.18045238729622,-1.8395335624686,0.027,0.1,1,"EPHB3","FC-Degenerated"
0.183848307230447,-0.980735390106068,0.141,0.3,1,"IL13RA2","FC-Degenerated"
0.209638763637928,1.08899868213428,0.473,0.4,1,"BDKRB2","FC-Degenerated"
0.209925789980271,0.586797221158048,0.638,0.6,1,"GLG1","FC-Degenerated"
0.212040701607932,-0.970369600537572,0.147,0.3,1,"LRP6","FC-Degenerated"
0.214311091046633,-2.63194454763119,0.031,0.1,1,"CD4","FC-Degenerated"
0.214932645868607,-0.596560269860496,0.138,0.3,1,"NEGR1","FC-Degenerated"
0.218206552371991,-1.43028001424331,0.029,0.1,1,"IL17RB","FC-Degenerated"
0.224449783794573,-0.506642219297369,0.489,0.8,1,"ADIPOR1","FC-Degenerated"
0.226102708670484,-1.88037673080363,0.031,0.1,1,"C5AR1","FC-Degenerated"
0.229094176803195,0.625269354231634,0.625,0.6,1,"LRP1","FC-Degenerated"
0.238556194913625,0.984638189010054,0.464,0.4,1,"BDKRB1","FC-Degenerated"
0.251936269067308,-0.55100903242838,0.143,0.3,1,"PTPRF","FC-Degenerated"
0.258695939108254,-0.799931442098578,0.257,0.4,1,"IL7R","FC-Degenerated"
0.263647309885974,-0.506400251286542,0.283,0.5,1,"BMPR2","FC-Degenerated"
0.26555044001303,1.72879139528859,0.112,0,1,"ITGA3","FC-Degenerated"
0.274432148941718,-0.535033266043566,0.371,0.6,1,"PLXNB2","FC-Degenerated"
0.287825015477331,1.75280579028582,0.103,0,1,"ITGA10","FC-Degenerated"
0.300372258317306,-0.543396630308837,0.297,0.5,1,"ADIPOR2","FC-Degenerated"
0.30457254557013,-0.312078832804693,0.375,0.7,1,"TNFRSF1A","FC-Degenerated"
0.31014262590444,0.679259772696212,0.493,0.4,1,"IL13RA1","FC-Degenerated"
0.310508229219895,-1.19238675241696,0.036,0.1,1,"NTNG2","FC-Degenerated"
0.311152747146691,1.60912835533072,0.214,0.1,1,"TGFBR2","FC-Degenerated"
0.314344117128376,0.978366078981842,0.424,0.4,1,"INSR","FC-Degenerated"
0.317125612087603,1.27174824386889,0.217,0.1,1,"TNFRSF10A","FC-Degenerated"
0.345593244474216,1.13750493687536,0.083,0,1,"EDA2R","FC-Degenerated"
0.352771673869471,1.21214675299984,0.08,0,1,"SDC3","FC-Degenerated"
0.367652815854129,1.21184875326287,0.076,0,1,"PTCH1","FC-Degenerated"
0.367652815854129,1.25767228584858,0.076,0,1,"TNFRSF14","FC-Degenerated"
0.369041623929597,-0.899575622783585,0.105,0.2,1,"ACVR1B","FC-Degenerated"
0.369844346840595,-0.713529943236992,0.1,0.2,1,"ITGAE","FC-Degenerated"
0.382901035627784,-0.586440455961718,0.172,0.3,1,"SV2A","FC-Degenerated"
0.384015128594762,-0.990903736515709,0.04,0.1,1,"SMO","FC-Degenerated"
0.389751173723212,-0.317425506021897,0.1,0.2,1,"NECTIN3","FC-Degenerated"
0.391393688654889,1.1607777884044,0.069,0,1,"EDNRA","FC-Degenerated"
0.40826452747842,1.00058490818658,0.065,0,1,"TLR4","FC-Degenerated"
0.409064689956387,-1.04456819920568,0.042,0.1,1,"AGTR1","FC-Degenerated"
0.433705311212454,0.565001373421203,0.449,0.4,1,"IGF2R","FC-Degenerated"
0.445532024576818,-0.395928951445442,0.248,0.4,1,"NLGN2","FC-Degenerated"
0.448944606779461,-0.284423982903114,0.48,0.8,1,"IFNAR1","FC-Degenerated"
0.454713999356925,0.498993912639633,0.054,0,1,"ITGA6","FC-Degenerated"
0.454713999356925,0.578910937488089,0.054,0,1,"ADORA2B","FC-Degenerated"
0.454925121748138,-0.19639034523231,0.42,0.7,1,"PDGFRA","FC-Degenerated"
0.516715302724161,1.60442924787769,0.163,0.1,1,"CXCR4","FC-Degenerated"
0.521733751669893,-0.809228232933082,0.129,0.2,1,"IL6R","FC-Degenerated"
0.527671629657109,-0.617040616995983,0.228,0.3,1,"IL10RB","FC-Degenerated"
0.56088541552316,-0.164766189913112,0.194,0.3,1,"CDH11","FC-Degenerated"
0.561994480573817,-0.673902318952252,0.054,0.1,1,"IL1RAP","FC-Degenerated"
0.5637809224474,0.829817013577884,0.156,0.1,1,"PTPRM","FC-Degenerated"
0.576930771423507,-0.168448843852475,0.192,0.3,1,"IL15RA","FC-Degenerated"
0.580944831563099,0.205034430732451,0.636,0.7,1,"OSMR","FC-Degenerated"
0.581282021809604,-0.192453313095805,0.641,0.7,1,"AXL","FC-Degenerated"
0.595087508402116,-0.76648244262147,0.141,0.2,1,"ITGA2","FC-Degenerated"
0.612743414234035,-0.193450769088511,0.781,1,1,"CD99","FC-Degenerated"
0.61396070716758,-0.310253829707232,0.42,0.5,1,"ITGAV","FC-Degenerated"
0.614299849374962,-0.275065202598849,0.502,0.6,1,"IL1R1","FC-Degenerated"
0.620952394578391,-0.843619324284018,0.06,0.1,1,"PLXND1","FC-Degenerated"
0.635091399302711,0.341052508598364,0.154,0.1,1,"CMKLR1","FC-Degenerated"
0.63544001095144,-0.717798838299039,0.246,0.3,1,"NECTIN2","FC-Degenerated"
0.639236992870013,-1.54773521226603,0.067,0.1,1,"FZD3","FC-Degenerated"
0.64163593148105,-0.615207261153832,0.06,0.1,1,"ADORA1","FC-Degenerated"
0.643459426066889,-0.403502595207899,0.138,0.2,1,"FAS","FC-Degenerated"
0.677980269660151,0.835330554934026,0.134,0.1,1,"CD40","FC-Degenerated"
0.678709774295899,0.219856319175583,0.201,0.3,1,"ALCAM","FC-Degenerated"
0.681068436832639,-0.207287542497333,0.663,0.9,1,"IL6ST","FC-Degenerated"
0.689866073229308,-1.05174569111327,0.069,0.1,1,"IFNAR2","FC-Degenerated"
0.699827747537246,-0.692435058011222,0.067,0.1,1,"ACVR2B","FC-Degenerated"
0.71292676075454,0.887928480792533,0.127,0.1,1,"LEPR","FC-Degenerated"
0.727152629019537,0.318456202057966,0.471,0.6,1,"CD47","FC-Degenerated"
0.731093764864079,-0.151448037332244,0.777,0.9,1,"FGFR1","FC-Degenerated"
0.735984947119742,0.168061231102819,0.136,0.1,1,"IL17RC","FC-Degenerated"
0.773771927708435,-0.201588050513735,0.152,0.2,1,"IGF1R","FC-Degenerated"
0.784511166898781,0.219293628565585,0.214,0.3,1,"TGFBR1","FC-Degenerated"
0.799173241895177,0.701521739258904,0.116,0.1,1,"NECTIN1","FC-Degenerated"
0.808143367382425,-0.656227587248081,0.08,0.1,1,"SDC1","FC-Degenerated"
0.808239615933392,0.101972160533388,0.232,0.3,1,"FZD1","FC-Degenerated"
0.827913233387535,0.190822480674343,0.368,0.5,1,"FZD8","FC-Degenerated"
0.829427733765089,0.166477787397533,0.15,0.2,1,"NRP1","FC-Degenerated"
0.884075277777579,0.453692836214662,0.192,0.2,1,"EPHB2","FC-Degenerated"
0.957103368075946,0.344250205754667,0.098,0.1,1,"FZD10","FC-Degenerated"
0.965241733781862,-0.179599470924638,0.103,0.1,1,"GFRA2","FC-Degenerated"
0.973128571121969,0.20354093481936,0.188,0.2,1,"JAM3","FC-Degenerated"
1.69895107852358e-06,-1.90643671790917,0.319,0.929,0.0431312710304783,"IL2RA","Macrophage"
4.46000309034707e-06,-3.49426927765372,0.053,0.429,0.113226098454641,"CCR7","Macrophage"
1.38141917667209e-05,-1.95838711075241,0.274,0.786,0.350700886381744,"FZD1","Macrophage"
3.18455738192825e-05,-4.90801281966658,0.009,0.214,0.808463582550124,"CD226","Macrophage"
5.92240579463192e-05,-5.38986972923855,0,0.143,1,"OXTR","Macrophage"
9.04459666299986e-05,-1.50920411978378,0.478,0.929,1,"CD74","Macrophage"
0.000185197822156867,-4.17946492900999,0.035,0.286,1,"MCAM","Macrophage"
0.000264331054381716,-2.47597582350854,0.133,0.5,1,"NOTCH3","Macrophage"
0.000587091554510063,2.45519141206476,0.699,0.214,1,"C5AR1","Macrophage"
0.00059389173237983,-1.90969002881245,0.274,0.643,1,"PDGFRB","Macrophage"
0.000765424849555195,-1.57466815150031,0.292,0.714,1,"ICAM1","Macrophage"
0.000945572130413052,-1.86222524807604,0.212,0.571,1,"ITGA11","Macrophage"
0.00122181215319626,-1.47941974910911,0.319,0.714,1,"ALCAM","Macrophage"
0.00245021069643084,-1.98211228822422,0.186,0.5,1,"PTPRF","Macrophage"
0.00285837523088067,-2.30757653367419,0.142,0.429,1,"JAG1","Macrophage"
0.00486432040642179,-4.5995276302169,0,0.071,1,"IL12RB2","Macrophage"
0.00486432040642179,-4.88569332803526,0,0.071,1,"TNFRSF4","Macrophage"
0.00486432040642179,-5.46954044966453,0,0.071,1,"NPY1R","Macrophage"
0.00486432040642179,-4.22810072513934,0,0.071,1,"CLDN11","Macrophage"
0.00486432040642179,-4.72773005700367,0,0.071,1,"EPHA5","Macrophage"
0.00486432040642179,-4.82145070575669,0,0.071,1,"NLGN1","Macrophage"
0.00641926931414205,-1.33439271496191,0.248,0.571,1,"IL15RA","Macrophage"
0.00722895238493684,-1.84267549485456,0.035,0.214,1,"ACVR2B","Macrophage"
0.00790596406960333,3.82588076028569,0.363,0,1,"ADIPOR2","Macrophage"
0.00960667181916094,-1.18656927450395,0.327,0.643,1,"PLXND1","Macrophage"
0.0107675651311392,-3.22914174223444,0.044,0.214,1,"NPR3","Macrophage"
0.0116188177976314,-1.37850809359928,0.106,0.357,1,"IL2RG","Macrophage"
0.0165309398777213,-0.752407835906356,0.558,0.857,1,"CD47","Macrophage"
